Frame,Nose_x,Nose_y,Nose_likelihood,Left_Ear_x,Left_Ear_y,Left_Ear_likelihood,Right_Ear_x,Right_Ear_y,Right_Ear_likelihood,Body_Center_x,Body_Center_y,Body_Center_likelihood,Left_Body_x,Left_Body_y,Left_Body_likelihood,Right_Body_x,Right_Body_y,Right_Body_likelihood,Tail_Base_x,Tail_Base_y,Tail_Base_likelihood,Head_Center_x,Head_Center_y
427,80.51,168.79,0.12,176.77,16.55,0.04,175.58,17.02,0.05,175.98,12.83,0.02,75.97,178.91,0.02,235.78,40.09,0.02,79.76,174.11,0.02,144.29,67.45
428,81.18,168.94,0.1,228.63,23.86,0.02,92.79,172.49,0.03,238.21,25.2,0.03,75.76,178.78,0.02,161.86,126.21,0.03,79.94,172.17,0.02,134.2,121.76
429,160.41,30.7,0.11,163.93,33.62,0.03,162.45,29.69,0.06,238.52,25.14,0.06,231.91,25.02,0.04,243.97,19.22,0.03,79.84,172.1,0.02,162.27,31.33
430,153.34,30.41,0.06,157.17,34.63,0.04,156.45,38.78,0.05,239.17,25.18,0.07,232.19,25.24,0.05,244.52,25.75,0.04,229.0,16.25,0.03,155.66,34.61
431,122.73,83.44,0.07,117.28,101.11,0.03,142.42,113.01,0.02,239.17,24.96,0.06,130.38,120.52,0.04,154.43,125.12,0.05,228.65,16.13,0.04,127.48,99.19
432,68.74,13.92,0.09,76.78,14.74,0.07,82.32,11.89,0.04,238.95,24.9,0.04,232.42,24.59,0.03,236.66,38.74,0.04,228.08,16.57,0.06,75.95,13.51
433,203.56,90.4,0.04,127.25,152.83,0.07,72.58,16.23,0.01,239.04,25.08,0.04,232.38,24.76,0.03,236.62,38.57,0.04,228.0,16.84,0.06,134.46,86.49
434,79.35,22.77,0.12,125.02,152.25,0.08,86.58,19.61,0.12,239.25,25.26,0.04,107.55,138.69,0.04,236.72,38.66,0.04,227.95,17.15,0.06,96.98,64.88
435,81.59,25.27,0.07,125.27,153.22,0.1,78.17,29.09,0.04,132.9,140.54,0.04,132.59,147.59,0.03,236.89,38.92,0.04,228.71,16.52,0.04,95.01,69.19
436,77.48,35.05,0.13,79.69,39.02,0.06,82.74,34.97,0.14,91.66,36.52,0.04,90.97,42.36,0.05,237.11,39.01,0.03,228.95,16.44,0.05,79.97,36.35
437,76.52,37.22,0.11,77.72,52.53,0.1,82.13,35.75,0.08,99.23,52.33,0.03,122.85,162.29,0.04,237.09,38.95,0.03,228.9,16.32,0.05,78.79,41.83
438,74.17,48.16,0.16,81.06,53.37,0.15,83.56,34.8,0.09,108.86,47.5,0.1,98.26,53.01,0.08,108.22,33.13,0.08,228.88,16.58,0.04,79.6,45.44
439,77.89,31.33,0.15,81.26,53.02,0.11,84.65,34.43,0.16,105.14,50.85,0.1,96.04,51.14,0.07,108.73,56.66,0.09,228.39,17.31,0.05,81.27,39.59
440,74.22,47.76,0.14,80.74,53.52,0.14,83.49,34.6,0.07,106.3,51.08,0.07,97.49,52.97,0.07,107.87,33.5,0.06,228.91,16.47,0.05,79.48,45.29
441,74.64,37.26,0.15,77.09,50.83,0.08,81.0,35.13,0.13,223.63,140.56,0.04,91.59,44.35,0.05,237.18,39.0,0.03,228.95,16.78,0.07,77.57,41.08
442,72.12,35.48,0.18,80.12,37.95,0.16,81.32,33.49,0.16,92.89,35.79,0.06,92.35,41.89,0.05,93.49,30.72,0.03,228.96,16.94,0.07,77.85,35.64
443,67.68,18.41,0.06,79.34,29.54,0.06,76.41,28.34,0.06,238.92,24.86,0.02,107.01,164.84,0.03,236.57,38.96,0.03,228.9,16.35,0.06,74.48,25.43
444,74.2,18.96,0.09,79.65,18.56,0.06,83.75,17.84,0.06,245.21,13.5,0.02,237.32,7.7,0.02,236.6,39.19,0.03,228.96,15.69,0.05,79.2,18.45
445,83.6,167.26,0.32,82.63,152.01,0.16,80.28,154.7,0.25,95.27,131.81,0.03,89.55,130.2,0.07,236.47,39.48,0.02,228.49,16.1,0.04,82.17,157.99
446,137.48,8.43,0.14,136.2,13.95,0.14,140.82,13.57,0.06,223.34,140.03,0.06,220.39,141.62,0.08,241.1,16.5,0.03,228.49,16.56,0.12,138.17,11.98
447,206.65,101.88,0.06,216.45,136.39,0.03,232.4,14.5,0.02,223.69,139.96,0.07,220.35,141.52,0.1,241.22,16.32,0.03,228.63,16.85,0.1,218.5,84.26
448,205.92,100.87,0.05,133.04,153.43,0.04,232.16,14.66,0.02,224.13,139.95,0.06,220.66,141.11,0.08,241.1,16.32,0.04,228.44,17.05,0.09,190.37,89.65
449,110.19,35.34,0.06,104.96,155.11,0.06,151.83,107.44,0.02,224.04,140.21,0.05,220.82,140.89,0.07,109.37,127.78,0.05,228.41,16.83,0.09,122.33,99.3
450,114.97,37.87,0.06,105.28,155.08,0.04,152.2,106.97,0.02,139.68,32.89,0.04,221.08,140.78,0.05,240.95,16.4,0.03,228.45,16.55,0.1,124.15,99.97
451,117.35,37.97,0.08,125.22,35.53,0.05,116.88,27.07,0.07,140.73,31.72,0.09,138.05,33.23,0.07,142.18,28.94,0.05,228.52,16.58,0.1,119.81,33.52
452,121.9,37.23,0.04,132.35,31.62,0.05,114.49,30.26,0.06,143.65,29.11,0.06,140.72,30.51,0.04,144.51,27.17,0.04,228.75,16.49,0.1,122.91,33.04
453,203.55,90.08,0.02,104.78,154.67,0.05,152.26,98.69,0.02,146.98,127.12,0.04,221.41,140.43,0.03,241.26,16.14,0.03,228.86,16.47,0.1,153.53,114.48
454,133.74,34.08,0.02,138.08,31.1,0.07,78.12,13.37,0.02,149.91,31.07,0.04,151.99,35.9,0.03,149.41,22.25,0.03,228.91,16.51,0.09,116.64,26.19
455,135.28,29.09,0.1,137.98,31.08,0.15,139.55,28.57,0.09,149.91,32.52,0.05,151.29,36.66,0.04,149.85,22.87,0.05,228.93,16.56,0.09,137.61,29.58
456,203.48,90.36,0.03,104.87,154.57,0.04,140.72,28.37,0.02,227.59,139.34,0.04,221.17,140.69,0.04,241.26,16.33,0.03,228.83,16.85,0.1,149.69,91.1
457,203.56,90.82,0.03,104.98,154.51,0.04,232.39,14.68,0.02,227.51,139.17,0.04,221.03,140.77,0.06,241.22,16.41,0.03,228.64,17.06,0.11,180.31,86.67
458,203.62,90.91,0.04,105.02,154.5,0.04,232.43,14.68,0.02,235.2,123.99,0.04,221.11,140.78,0.06,241.3,16.45,0.03,228.63,17.09,0.1,180.36,86.69
459,121.58,65.6,0.38,121.38,76.28,0.21,128.49,71.52,0.27,131.25,89.42,0.2,126.95,88.74,0.12,137.25,86.22,0.17,228.22,16.49,0.06,123.81,71.13
460,122.17,84.16,0.32,126.16,82.98,0.2,125.28,77.59,0.21,132.5,89.5,0.08,128.18,87.34,0.07,135.74,90.03,0.07,229.05,15.39,0.04,124.54,81.58
461,125.28,78.56,0.06,71.62,10.81,0.02,129.48,84.46,0.02,239.18,24.82,0.05,236.25,24.38,0.03,243.89,19.16,0.03,228.94,16.55,0.08,108.79,57.95
462,69.22,17.36,0.06,75.41,13.99,0.03,73.06,14.78,0.04,238.83,24.62,0.04,220.83,141.15,0.04,239.79,24.35,0.02,228.99,16.21,0.07,72.56,15.38
463,136.72,7.27,0.31,134.59,14.97,0.25,142.24,13.62,0.14,133.7,90.81,0.05,128.27,92.11,0.04,236.57,38.55,0.03,123.52,67.76,0.16,137.85,11.95
464,121.33,94.71,0.12,126.3,90.81,0.11,129.51,89.68,0.12,81.39,16.48,0.03,134.91,87.51,0.02,236.4,38.7,0.03,229.0,16.08,0.05,125.71,91.73
465,137.87,9.76,0.29,136.15,18.49,0.17,143.7,16.52,0.12,79.34,28.52,0.06,107.96,139.3,0.06,147.36,40.77,0.03,228.65,16.78,0.07,139.24,14.92
466,73.74,41.27,0.11,80.22,40.91,0.13,74.56,39.84,0.12,90.74,30.77,0.12,107.74,133.86,0.08,82.41,25.7,0.05,228.74,16.74,0.05,76.17,40.67
467,80.49,40.45,0.04,80.33,39.09,0.1,75.92,38.97,0.09,98.3,139.08,0.07,107.73,133.31,0.15,236.72,38.95,0.03,110.38,123.48,0.12,78.91,39.51
468,138.15,162.05,0.12,78.65,44.17,0.08,74.09,39.64,0.07,98.37,139.14,0.07,108.0,132.8,0.16,236.74,38.91,0.03,111.6,123.58,0.08,96.96,81.95
469,133.45,168.1,0.18,112.59,158.48,0.08,119.95,164.98,0.11,100.59,133.19,0.08,108.56,132.37,0.2,103.37,163.18,0.04,111.62,128.47,0.05,122.0,163.85
470,138.97,161.96,0.22,108.45,155.24,0.06,120.52,165.83,0.05,99.95,133.28,0.07,107.18,133.43,0.16,104.75,163.79,0.04,228.44,17.33,0.04,122.65,161.01
471,137.47,165.49,0.11,146.0,165.76,0.1,133.23,160.45,0.08,91.58,32.4,0.07,109.5,133.88,0.08,91.41,28.74,0.05,228.4,17.21,0.03,138.9,163.9
472,69.23,39.68,0.11,74.08,38.67,0.15,69.09,33.14,0.1,91.82,33.51,0.16,89.74,37.96,0.12,91.64,28.19,0.12,228.26,17.51,0.05,70.8,37.17
473,69.66,34.72,0.09,74.2,37.13,0.12,70.74,31.24,0.04,91.29,34.17,0.09,88.78,38.53,0.08,92.54,30.57,0.05,228.13,17.64,0.06,71.53,34.36
474,66.11,33.59,0.12,71.85,32.7,0.13,67.95,25.8,0.1,89.65,30.3,0.12,87.5,32.79,0.11,90.72,21.41,0.07,123.22,97.89,0.14,68.64,30.7
475,68.35,25.74,0.14,77.07,33.12,0.06,71.08,18.94,0.12,91.62,18.65,0.08,90.71,25.34,0.07,91.86,13.8,0.07,228.34,17.19,0.07,72.17,25.93
476,70.77,23.08,0.24,76.55,23.12,0.18,74.46,19.31,0.24,93.34,24.29,0.07,91.59,25.65,0.07,93.24,14.49,0.07,228.43,17.26,0.07,73.93,21.84
477,72.89,21.26,0.2,79.22,21.55,0.14,76.63,18.02,0.2,239.48,25.59,0.07,232.76,25.58,0.05,244.11,19.76,0.04,228.54,17.4,0.05,76.25,20.28
478,76.04,20.75,0.18,79.35,22.24,0.11,80.27,18.61,0.16,239.41,25.73,0.06,89.05,23.37,0.04,96.97,15.34,0.04,228.06,17.83,0.04,78.55,20.53
479,72.7,19.5,0.07,79.74,22.76,0.07,83.46,17.8,0.08,239.34,25.77,0.06,232.92,25.7,0.04,96.47,14.64,0.03,228.08,17.7,0.04,78.63,20.02
480,72.37,20.18,0.08,79.74,22.8,0.08,83.07,17.81,0.1,239.36,25.79,0.06,94.05,23.98,0.05,96.35,14.22,0.04,228.12,17.77,0.04,78.4,20.27
481,72.89,21.57,0.1,79.95,22.8,0.1,74.72,18.88,0.13,239.46,25.75,0.07,235.68,26.12,0.05,244.57,26.11,0.04,228.64,17.24,0.04,75.85,21.08
482,74.7,32.17,0.09,77.24,19.81,0.1,71.22,17.97,0.13,239.43,25.65,0.06,107.24,138.39,0.05,244.53,26.11,0.04,228.5,17.13,0.04,74.39,23.31
483,74.3,32.84,0.13,79.19,25.13,0.12,73.99,24.69,0.13,239.46,25.44,0.06,107.03,139.26,0.06,244.55,26.0,0.04,228.49,17.04,0.04,75.83,27.55
484,75.25,34.74,0.11,79.11,32.31,0.09,73.81,26.4,0.1,239.73,25.48,0.06,236.07,25.46,0.04,244.71,25.99,0.04,228.52,17.27,0.04,76.06,31.15
485,139.28,9.58,0.05,137.46,13.95,0.04,127.46,87.78,0.03,239.57,25.21,0.08,232.67,25.33,0.05,244.64,25.76,0.04,121.3,74.83,0.18,134.73,37.1
486,137.16,131.82,0.09,124.53,99.28,0.03,145.59,155.86,0.08,146.3,154.09,0.15,154.31,157.8,0.1,137.97,154.25,0.11,135.89,125.64,0.15,135.76,128.99
487,139.03,10.45,0.19,137.22,17.52,0.12,145.08,16.06,0.07,90.28,31.75,0.07,232.56,25.12,0.04,244.49,25.75,0.04,138.59,125.9,0.05,140.45,14.67
488,134.27,126.94,0.22,136.52,21.07,0.07,144.96,15.76,0.05,239.41,25.13,0.08,232.56,25.41,0.05,244.05,19.41,0.04,137.0,125.36,0.24,138.58,54.59
489,134.28,127.29,0.37,135.8,141.23,0.09,147.66,131.72,0.08,239.2,25.02,0.07,139.03,157.41,0.07,158.51,153.06,0.05,135.83,126.79,0.26,139.25,133.41
490,138.99,10.78,0.16,137.39,17.11,0.09,145.01,152.7,0.06,239.24,25.06,0.08,232.39,25.41,0.05,236.76,39.39,0.04,136.83,130.46,0.24,140.47,60.2
491,116.59,92.25,0.04,126.93,114.0,0.08,130.76,112.41,0.08,148.29,150.31,0.23,158.06,151.06,0.21,138.39,151.92,0.16,133.69,115.92,0.24,124.76,106.22
492,139.22,11.27,0.2,137.23,18.12,0.11,145.18,16.32,0.07,239.48,25.56,0.09,154.69,140.88,0.1,244.66,25.83,0.05,127.68,105.06,0.27,140.55,15.24
493,139.09,11.37,0.25,137.05,18.84,0.12,145.63,16.75,0.08,239.58,25.61,0.08,232.74,25.78,0.05,244.65,25.98,0.04,228.49,17.36,0.04,140.59,15.65
494,139.08,11.48,0.14,178.2,172.22,0.08,173.17,169.54,0.09,239.25,25.24,0.05,232.54,25.11,0.03,236.67,38.95,0.04,228.68,16.66,0.04,163.48,117.75
495,138.48,11.22,0.27,136.76,19.85,0.12,145.6,16.98,0.09,239.63,25.18,0.06,105.17,133.38,0.06,236.7,38.72,0.04,228.33,16.93,0.04,140.28,16.02
496,138.46,11.07,0.29,136.82,20.01,0.15,145.56,16.97,0.1,239.72,25.22,0.06,104.75,139.86,0.06,236.72,38.9,0.03,228.33,17.2,0.05,140.28,16.02
497,142.93,169.14,0.25,140.15,172.48,0.18,142.47,174.43,0.1,98.38,146.76,0.03,105.3,145.47,0.08,236.8,39.21,0.04,228.64,16.4,0.05,141.85,172.02
498,138.78,11.45,0.37,137.18,20.99,0.19,146.0,17.56,0.18,239.62,25.36,0.04,232.99,24.97,0.03,236.97,38.81,0.03,228.51,17.04,0.05,140.65,16.67
499,139.13,12.11,0.37,137.59,21.41,0.18,146.08,17.89,0.17,239.5,25.39,0.03,94.11,82.2,0.03,237.22,38.93,0.03,228.69,16.94,0.06,140.94,17.13
500,139.03,11.92,0.33,137.54,20.47,0.19,145.85,17.37,0.17,239.51,25.38,0.04,233.01,25.22,0.03,240.49,25.04,0.03,228.62,17.03,0.04,140.81,16.59
501,139.45,12.01,0.24,137.78,19.57,0.12,145.78,16.89,0.12,239.4,25.35,0.04,232.95,25.3,0.03,126.36,104.47,0.04,228.56,16.7,0.03,141.0,16.16
502,119.32,80.49,0.37,118.1,86.24,0.34,122.7,85.77,0.27,125.21,92.73,0.15,117.51,92.05,0.09,133.27,93.98,0.17,115.32,76.28,0.16,120.04,84.17
503,118.8,80.62,0.4,117.93,86.34,0.37,122.78,85.58,0.31,124.99,92.76,0.18,117.79,92.42,0.11,133.07,93.85,0.2,114.52,75.96,0.2,119.83,84.18
504,118.76,80.7,0.39,117.89,86.0,0.33,122.79,85.49,0.28,125.53,93.0,0.16,123.2,93.87,0.1,133.62,94.06,0.19,114.62,75.82,0.19,119.81,84.06
505,118.71,80.29,0.41,117.6,85.4,0.32,123.27,84.94,0.27,126.77,93.7,0.14,124.06,94.68,0.11,134.58,94.62,0.13,114.72,75.72,0.17,119.86,83.54
506,119.18,80.53,0.39,117.45,85.5,0.31,123.15,85.61,0.28,127.87,93.98,0.15,123.78,94.17,0.1,134.28,94.58,0.16,114.73,75.63,0.19,119.93,83.88
507,118.5,80.52,0.41,117.59,86.01,0.36,123.08,85.47,0.31,125.89,93.49,0.17,123.2,94.35,0.12,134.02,94.58,0.19,114.52,75.61,0.2,119.73,84.0
508,119.24,80.43,0.44,116.25,86.25,0.48,123.67,85.24,0.4,125.58,95.3,0.2,117.66,95.41,0.15,131.1,95.97,0.2,114.81,75.89,0.17,119.72,83.97
509,118.05,80.16,0.41,116.86,86.94,0.43,123.88,85.33,0.37,126.52,95.56,0.2,126.9,118.64,0.14,132.03,95.88,0.2,115.77,76.23,0.15,119.6,84.14
510,118.4,79.16,0.32,117.0,86.53,0.34,125.08,84.54,0.31,125.77,99.71,0.12,125.54,119.6,0.12,132.04,97.72,0.11,116.78,77.62,0.06,120.16,83.41
511,139.79,10.56,0.26,137.44,18.06,0.17,144.77,16.66,0.09,239.64,25.71,0.04,233.17,25.8,0.03,237.93,38.87,0.03,119.26,77.0,0.06,140.67,15.09
512,140.02,10.55,0.27,137.57,18.11,0.16,144.89,16.67,0.1,239.64,25.65,0.05,233.14,25.95,0.04,237.81,38.98,0.03,119.14,75.96,0.2,140.82,15.11
513,139.85,10.67,0.31,137.4,18.41,0.19,144.76,16.9,0.11,239.56,25.51,0.05,233.0,25.48,0.04,240.7,25.02,0.03,118.63,74.42,0.21,140.67,15.33
514,139.34,11.21,0.29,137.22,19.0,0.18,144.48,17.34,0.1,239.58,25.51,0.04,106.29,139.92,0.03,237.06,38.66,0.03,228.55,17.47,0.05,140.35,15.85
515,138.91,10.54,0.32,136.55,19.22,0.2,144.78,17.03,0.12,239.43,25.27,0.05,105.71,133.1,0.05,236.74,38.73,0.03,228.52,17.29,0.05,140.08,15.6
516,138.94,10.39,0.23,136.93,17.88,0.15,144.76,16.12,0.09,73.98,30.26,0.08,75.58,31.91,0.06,236.53,38.55,0.03,228.44,17.13,0.05,140.21,14.8
517,138.51,10.21,0.25,136.71,18.11,0.16,144.43,16.0,0.11,74.22,30.87,0.08,75.75,32.46,0.07,236.56,38.63,0.03,228.59,17.02,0.05,139.88,14.77
518,138.05,10.4,0.27,135.37,22.13,0.17,144.64,16.38,0.1,239.09,25.03,0.06,132.81,130.28,0.05,152.91,133.5,0.05,228.7,16.82,0.05,139.36,16.3
519,138.58,9.78,0.17,137.15,16.24,0.1,68.95,19.31,0.1,134.18,126.42,0.08,127.99,128.82,0.06,143.98,128.19,0.06,228.85,16.26,0.05,114.9,15.11
520,117.12,120.5,0.28,119.91,118.47,0.17,117.49,113.52,0.15,125.27,105.97,0.09,126.22,105.69,0.08,116.15,89.96,0.06,228.88,15.87,0.05,118.18,117.5
521,114.52,115.1,0.28,119.41,118.08,0.27,117.3,114.24,0.14,123.27,100.32,0.11,124.63,101.34,0.09,118.72,93.54,0.08,118.67,86.63,0.06,117.07,115.81
522,116.41,84.75,0.67,115.49,97.74,0.46,127.33,94.47,0.45,125.9,109.2,0.39,119.07,114.84,0.31,135.29,107.22,0.4,118.73,92.76,0.12,119.74,92.32
523,119.49,105.82,0.41,122.43,102.12,0.28,118.82,99.13,0.27,126.09,89.72,0.06,128.04,102.72,0.07,236.44,38.89,0.02,228.91,15.93,0.03,120.25,102.36
524,118.81,87.26,0.16,118.5,102.41,0.14,118.43,99.98,0.1,122.93,97.96,0.06,122.42,97.57,0.05,129.66,112.84,0.04,117.57,89.12,0.08,118.58,96.55
525,116.63,82.76,0.39,116.68,96.94,0.22,122.06,93.56,0.29,121.52,99.81,0.17,120.56,100.07,0.16,125.17,104.42,0.09,117.23,80.92,0.27,118.46,91.09
526,117.78,82.4,0.27,117.19,95.87,0.19,123.62,91.66,0.35,122.57,101.17,0.14,121.59,101.31,0.11,124.05,100.58,0.05,118.15,80.28,0.31,119.53,89.98
527,118.34,80.75,0.28,117.55,96.35,0.18,123.55,92.18,0.29,122.63,102.24,0.11,122.97,102.41,0.08,128.87,107.0,0.03,118.56,80.9,0.36,119.81,89.76
528,118.78,81.06,0.3,117.26,96.98,0.19,123.33,93.44,0.31,122.57,103.54,0.1,122.88,103.84,0.07,123.1,102.67,0.03,118.43,81.91,0.35,119.79,90.5
529,117.35,90.51,0.26,118.12,100.06,0.22,122.99,97.52,0.23,122.95,104.34,0.13,124.22,104.61,0.12,121.8,102.96,0.05,117.29,85.01,0.36,119.49,96.03
530,117.21,93.13,0.19,121.58,113.16,0.2,122.71,100.01,0.15,122.58,104.3,0.11,124.23,104.46,0.11,129.93,114.38,0.04,117.09,87.4,0.28,120.5,102.1
531,117.94,115.85,0.26,122.11,114.41,0.22,122.03,107.63,0.13,121.67,104.51,0.1,125.08,104.56,0.1,125.86,116.34,0.04,116.59,89.1,0.27,120.69,112.63
532,117.69,118.07,0.28,122.38,115.98,0.25,120.27,114.45,0.18,122.18,104.19,0.08,125.28,104.13,0.07,117.6,101.39,0.03,117.54,90.98,0.3,120.12,116.17
533,118.65,101.63,0.26,119.18,112.28,0.25,122.42,106.95,0.28,122.8,114.56,0.1,124.23,114.92,0.07,124.16,117.89,0.06,118.37,94.17,0.25,120.08,106.96
534,119.39,97.02,0.27,118.25,112.46,0.25,122.34,108.51,0.3,122.57,116.93,0.13,124.09,117.15,0.09,125.31,120.47,0.14,120.97,95.69,0.19,119.99,106.0
535,117.4,128.71,0.4,123.01,121.6,0.41,118.67,118.95,0.34,122.66,117.72,0.22,125.15,118.02,0.21,121.88,116.4,0.18,121.57,96.78,0.22,119.69,123.08
536,118.15,130.95,0.41,123.12,127.78,0.5,119.56,121.32,0.36,124.0,119.14,0.23,126.09,119.69,0.23,123.88,118.29,0.2,121.74,99.54,0.15,120.28,126.68
537,118.2,135.91,0.32,120.72,127.75,0.36,122.08,120.38,0.29,123.69,123.4,0.29,120.82,123.49,0.17,127.82,123.07,0.3,120.34,102.73,0.1,120.33,128.01
538,118.44,110.63,0.29,117.16,123.02,0.26,122.79,122.16,0.4,122.42,129.5,0.25,121.08,129.97,0.19,124.66,129.32,0.18,118.99,108.94,0.16,119.46,118.61
539,118.2,113.77,0.28,118.17,131.04,0.31,120.6,127.65,0.37,121.12,131.36,0.28,122.12,132.04,0.27,122.15,132.93,0.21,118.83,112.97,0.25,118.99,124.15
540,117.78,148.9,0.26,121.33,145.75,0.24,121.46,128.97,0.23,121.84,133.19,0.19,123.34,134.19,0.18,120.63,132.05,0.11,119.7,113.81,0.21,120.19,141.21
541,118.88,152.11,0.22,120.8,145.13,0.26,119.84,139.99,0.24,122.18,135.6,0.15,125.2,137.06,0.14,121.78,136.07,0.1,120.21,121.84,0.34,119.84,145.74
542,118.0,142.07,0.22,120.68,147.12,0.31,118.86,143.09,0.31,123.99,141.96,0.29,126.29,143.21,0.24,121.14,139.39,0.21,121.32,124.49,0.35,119.18,144.09
543,118.51,161.66,0.32,119.83,148.61,0.23,115.12,151.59,0.24,121.45,145.65,0.29,124.13,146.49,0.26,118.63,143.64,0.17,119.66,128.8,0.31,117.82,153.95
544,117.01,161.72,0.41,122.27,158.5,0.23,116.08,152.6,0.28,119.85,146.87,0.29,123.44,147.88,0.29,116.38,144.48,0.15,118.6,130.38,0.36,118.45,157.61
545,116.3,162.83,0.46,121.86,158.29,0.3,115.64,153.65,0.33,118.58,147.79,0.31,122.66,149.0,0.33,112.62,144.73,0.19,118.03,132.01,0.41,117.93,158.26
546,115.22,163.97,0.51,121.42,159.29,0.44,114.39,154.48,0.45,117.37,149.01,0.3,124.05,150.25,0.35,111.51,143.88,0.31,117.48,133.47,0.42,117.01,159.25
547,114.36,164.15,0.49,120.34,159.99,0.43,114.92,154.35,0.39,120.34,151.33,0.23,123.63,152.57,0.28,112.13,144.3,0.29,116.73,137.12,0.38,116.54,159.5
548,113.44,164.74,0.47,120.17,160.53,0.42,115.48,154.46,0.32,121.0,152.19,0.22,123.63,153.44,0.25,112.71,144.45,0.33,117.56,137.92,0.34,116.36,159.91
549,112.88,165.01,0.51,121.04,160.45,0.56,114.92,154.83,0.45,125.95,151.53,0.31,127.78,155.51,0.28,114.37,143.85,0.41,118.75,139.76,0.33,116.28,160.1
550,112.9,164.92,0.53,121.62,160.35,0.59,114.91,154.75,0.49,126.24,151.18,0.33,128.57,155.32,0.31,115.38,143.54,0.41,119.19,140.29,0.32,116.48,160.01
551,113.15,165.04,0.53,121.77,160.35,0.59,114.91,154.97,0.49,125.95,151.16,0.33,128.62,155.19,0.31,115.34,143.51,0.4,119.16,140.42,0.33,116.61,160.12
552,113.43,165.15,0.55,121.86,160.36,0.56,115.08,154.98,0.45,126.15,151.18,0.3,128.66,155.01,0.28,115.23,143.27,0.39,119.24,140.63,0.31,116.79,160.16
553,113.52,165.5,0.55,121.7,160.59,0.57,114.92,155.36,0.44,126.14,151.3,0.3,125.63,153.7,0.27,115.2,143.42,0.38,119.22,140.69,0.32,116.72,160.48
554,113.81,165.61,0.56,121.67,160.59,0.54,115.15,155.37,0.4,126.33,151.61,0.27,125.44,153.75,0.25,115.12,143.28,0.36,119.16,140.78,0.33,116.88,160.52
555,114.21,166.1,0.56,121.5,160.94,0.54,115.17,155.9,0.4,126.17,151.96,0.26,125.22,154.02,0.24,114.98,143.55,0.34,119.2,140.85,0.34,116.96,160.98
556,115.11,165.78,0.55,121.41,160.63,0.49,115.73,155.72,0.36,126.0,152.59,0.22,124.36,153.95,0.22,114.43,143.39,0.31,118.74,140.84,0.35,117.41,160.71
557,116.45,165.73,0.53,120.76,160.02,0.34,116.39,157.69,0.26,119.11,151.64,0.15,122.52,153.47,0.18,112.95,143.81,0.25,117.74,140.82,0.34,117.86,161.14
558,118.1,165.12,0.45,122.05,160.89,0.31,115.29,160.47,0.25,118.56,151.86,0.16,121.9,152.94,0.19,111.59,144.76,0.19,117.26,140.0,0.39,118.48,162.16
559,119.68,164.66,0.35,122.34,160.8,0.25,121.16,154.22,0.21,119.07,151.81,0.14,122.31,152.69,0.17,112.48,147.31,0.12,117.25,139.81,0.35,121.06,159.89
560,119.85,164.31,0.33,122.33,160.69,0.24,121.42,153.85,0.22,119.17,151.78,0.14,122.37,152.6,0.17,112.74,147.41,0.11,117.27,139.75,0.34,121.2,159.62
561,120.02,163.93,0.33,122.46,160.77,0.25,121.3,154.02,0.21,119.07,151.74,0.14,122.33,152.6,0.17,112.61,147.34,0.12,117.23,139.74,0.35,121.26,159.57
562,120.24,163.98,0.31,122.48,160.75,0.24,121.31,154.13,0.19,119.17,151.79,0.14,122.49,152.63,0.17,112.8,147.4,0.11,117.31,139.72,0.35,121.34,159.62
563,120.18,164.52,0.37,122.6,160.99,0.29,116.23,160.96,0.24,119.04,151.79,0.16,122.5,152.68,0.19,112.73,147.59,0.14,117.19,139.83,0.37,119.67,162.16
564,120.45,165.06,0.38,122.73,161.24,0.3,116.28,161.28,0.25,119.06,151.79,0.15,122.61,152.6,0.18,111.91,145.35,0.15,117.26,139.97,0.37,119.82,162.53
565,120.85,165.26,0.36,122.98,161.4,0.28,116.5,161.53,0.24,119.39,151.63,0.15,122.91,152.38,0.18,113.07,147.43,0.13,117.2,140.11,0.35,120.11,162.73
566,121.17,165.07,0.36,123.16,161.25,0.28,116.75,161.57,0.24,119.87,151.42,0.15,123.27,152.06,0.18,113.64,147.16,0.12,117.12,140.45,0.35,120.36,162.63
567,121.93,165.51,0.42,123.42,161.1,0.3,119.42,162.17,0.29,119.69,151.28,0.16,123.14,151.73,0.19,113.7,147.48,0.12,117.07,140.78,0.36,121.59,162.92
568,122.81,165.88,0.41,123.46,161.16,0.29,119.64,162.85,0.3,119.75,151.39,0.15,123.17,151.62,0.18,114.06,147.84,0.1,117.22,141.32,0.35,121.97,163.3
569,123.18,166.41,0.47,123.87,161.3,0.35,119.61,163.11,0.39,120.0,151.44,0.16,123.51,151.61,0.2,113.83,148.15,0.12,117.38,141.56,0.36,122.22,163.61
570,123.47,166.75,0.47,124.12,161.69,0.39,119.66,163.42,0.45,120.35,151.6,0.17,123.86,151.66,0.21,114.16,148.67,0.12,117.56,141.85,0.39,122.42,163.95
571,123.68,167.26,0.4,124.35,162.17,0.34,119.93,163.78,0.39,121.13,151.3,0.13,124.28,151.24,0.16,114.58,148.26,0.08,118.57,142.3,0.34,122.65,164.4
572,123.83,167.72,0.39,124.26,162.42,0.34,119.77,164.18,0.38,120.77,151.54,0.14,124.07,151.48,0.17,111.4,153.98,0.1,118.68,142.2,0.36,122.62,164.77
