Frame,Nose_x,Nose_y,Nose_likelihood,Left_Ear_x,Left_Ear_y,Left_Ear_likelihood,Right_Ear_x,Right_Ear_y,Right_Ear_likelihood,Body_Center_x,Body_Center_y,Body_Center_likelihood,Left_Body_x,Left_Body_y,Left_Body_likelihood,Right_Body_x,Right_Body_y,Right_Body_likelihood,Tail_Base_x,Tail_Base_y,Tail_Base_likelihood,Head_Center_x,Head_Center_y
865,116.54,149.08,0.29,117.55,153.71,0.2,120.13,154.63,0.26,125.6,163.72,0.09,119.06,152.92,0.05,126.55,163.94,0.08,117.98,144.6,0.11,118.07,152.47
866,116.59,149.26,0.3,117.52,153.85,0.21,120.14,154.61,0.27,125.75,163.81,0.1,123.8,164.01,0.05,126.69,163.92,0.09,117.96,144.72,0.11,118.08,152.57
867,116.6,149.44,0.3,117.53,153.88,0.21,120.05,154.63,0.27,125.84,163.86,0.1,119.09,152.63,0.06,126.74,163.93,0.09,117.86,144.74,0.11,118.06,152.65
868,116.55,149.56,0.29,117.6,153.88,0.21,119.95,154.68,0.27,125.83,163.84,0.1,119.14,152.48,0.06,126.7,163.9,0.08,117.77,144.69,0.11,118.04,152.7
869,116.55,149.74,0.29,117.7,153.89,0.21,117.74,154.61,0.27,125.89,163.87,0.09,119.23,152.26,0.06,126.7,163.91,0.08,117.69,144.67,0.11,117.33,152.75
870,116.54,149.76,0.29,117.71,153.89,0.21,117.72,154.63,0.28,125.88,163.83,0.09,119.22,152.23,0.06,126.67,163.89,0.08,117.68,144.68,0.11,117.32,152.76
871,116.49,149.77,0.29,117.73,153.85,0.21,117.7,154.6,0.28,125.87,163.8,0.09,119.27,152.17,0.06,126.65,163.86,0.08,117.62,144.59,0.12,117.31,152.74
872,116.49,149.77,0.29,117.7,153.86,0.22,117.8,154.62,0.28,125.8,163.73,0.09,119.22,152.16,0.06,126.56,163.84,0.08,117.58,144.57,0.12,117.33,152.75
873,116.53,149.86,0.29,117.7,153.86,0.22,117.83,154.65,0.28,125.71,163.64,0.09,119.21,151.98,0.06,126.43,163.81,0.08,117.53,144.57,0.12,117.35,152.79
874,116.52,149.86,0.29,117.7,153.85,0.22,117.82,154.68,0.28,125.7,163.61,0.09,119.2,151.96,0.06,126.39,163.79,0.08,117.47,144.52,0.12,117.35,152.8
875,116.41,150.01,0.29,117.71,153.83,0.22,117.71,154.65,0.29,125.74,163.62,0.09,119.21,151.86,0.06,126.37,163.77,0.08,117.21,144.42,0.14,117.28,152.83
876,116.44,150.06,0.29,117.68,153.8,0.22,117.58,154.66,0.29,125.72,163.69,0.09,119.13,151.79,0.06,126.41,163.85,0.08,117.26,144.44,0.13,117.23,152.84
877,118.93,164.14,0.29,117.76,153.76,0.22,117.5,154.63,0.28,125.77,163.68,0.08,119.24,151.63,0.06,126.41,163.84,0.08,117.29,144.4,0.13,118.06,157.51
878,119.21,163.99,0.28,117.79,153.76,0.21,117.67,154.61,0.28,125.82,163.62,0.08,119.36,151.58,0.06,126.39,163.77,0.08,117.37,144.42,0.13,118.23,157.46
879,116.48,149.95,0.28,117.79,153.74,0.21,117.61,154.56,0.28,125.84,163.64,0.08,119.36,151.67,0.06,126.44,163.77,0.08,117.34,144.36,0.13,117.29,152.75
880,116.42,149.94,0.28,117.75,153.74,0.21,117.54,154.55,0.28,125.84,163.67,0.08,119.31,151.7,0.06,126.47,163.79,0.08,117.31,144.35,0.13,117.24,152.74
881,116.4,149.97,0.28,117.76,153.75,0.21,117.49,154.59,0.28,125.82,163.66,0.08,119.3,151.66,0.06,126.42,163.8,0.07,117.28,144.34,0.13,117.21,152.77
882,116.4,149.98,0.28,117.77,153.76,0.21,117.45,154.58,0.28,125.84,163.68,0.08,119.32,151.64,0.06,126.45,163.81,0.07,117.28,144.36,0.13,117.21,152.77
883,118.98,164.19,0.28,117.81,153.79,0.21,117.51,154.62,0.28,125.83,163.61,0.08,119.38,151.6,0.06,126.38,163.77,0.07,117.25,144.34,0.13,118.1,157.53
884,119.13,164.19,0.28,122.67,161.43,0.21,117.56,154.65,0.28,125.82,163.55,0.08,119.41,151.48,0.06,126.31,163.74,0.07,117.25,144.34,0.14,119.79,160.09
885,119.17,164.23,0.28,122.71,161.43,0.21,117.54,154.68,0.28,125.8,163.52,0.08,119.42,151.35,0.06,126.28,163.75,0.07,117.31,144.38,0.13,119.8,160.11
886,119.22,164.27,0.29,122.79,161.4,0.21,117.56,154.73,0.28,125.81,163.44,0.07,119.51,151.28,0.06,126.23,163.69,0.07,117.38,144.47,0.13,119.85,160.14
887,119.14,164.24,0.29,122.7,161.41,0.21,117.55,154.68,0.28,125.8,163.5,0.08,119.43,151.44,0.06,126.28,163.72,0.07,117.32,144.4,0.13,119.8,160.11
888,119.06,164.19,0.29,117.82,153.81,0.21,117.55,154.68,0.28,125.77,163.57,0.08,119.33,151.59,0.06,126.31,163.76,0.07,117.24,144.37,0.14,118.15,157.56
889,118.96,164.24,0.29,117.83,153.81,0.21,117.45,154.69,0.28,125.78,163.6,0.08,119.31,151.53,0.06,126.33,163.8,0.07,117.24,144.38,0.13,118.08,157.58
890,118.89,164.21,0.29,117.81,153.81,0.22,117.44,154.67,0.28,125.75,163.64,0.08,119.25,151.63,0.06,126.34,163.81,0.07,117.2,144.38,0.14,118.04,157.56
891,116.44,150.0,0.29,117.73,153.8,0.22,117.62,154.6,0.28,125.83,163.73,0.09,119.24,151.79,0.06,126.48,163.83,0.08,117.3,144.39,0.13,117.26,152.8
892,116.44,150.01,0.29,117.75,153.82,0.22,117.66,154.56,0.28,125.87,163.73,0.09,119.32,151.8,0.06,126.52,163.8,0.08,117.32,144.42,0.13,117.28,152.79
893,116.47,150.01,0.28,117.8,153.78,0.21,117.59,154.66,0.28,125.79,163.65,0.08,119.33,151.68,0.06,126.38,163.81,0.08,117.3,144.38,0.13,117.29,152.82
894,119.12,164.39,0.28,117.82,153.71,0.21,117.49,154.76,0.27,125.67,163.56,0.08,119.27,151.65,0.06,126.23,163.83,0.07,117.28,144.37,0.14,118.14,157.62
895,119.1,164.24,0.28,117.82,153.8,0.21,117.54,154.75,0.28,125.69,163.57,0.08,119.26,151.63,0.06,126.24,163.8,0.07,117.19,144.36,0.14,118.15,157.6
896,119.11,164.2,0.29,117.8,153.79,0.21,117.52,154.74,0.28,125.72,163.58,0.08,119.26,151.61,0.06,126.25,163.8,0.07,117.19,144.38,0.14,118.15,157.58
897,119.11,164.05,0.29,117.79,153.84,0.22,117.61,154.7,0.29,125.76,163.61,0.08,119.26,151.65,0.06,126.3,163.76,0.08,117.15,144.38,0.14,118.17,157.53
898,119.11,163.92,0.29,117.78,153.9,0.23,117.7,154.72,0.3,125.77,163.6,0.08,119.25,151.69,0.07,126.32,163.72,0.08,117.11,144.39,0.15,118.2,157.51
899,119.09,163.93,0.29,117.79,153.86,0.23,117.68,154.66,0.29,125.8,163.61,0.08,119.29,151.65,0.07,126.35,163.72,0.08,117.14,144.36,0.15,118.19,157.49
900,119.12,164.11,0.29,117.84,153.89,0.22,117.7,154.76,0.29,125.8,163.6,0.08,119.34,151.61,0.07,126.28,163.74,0.08,117.15,144.38,0.15,118.22,157.58
901,119.13,164.12,0.29,117.85,153.85,0.22,117.66,154.74,0.29,125.79,163.58,0.08,119.35,151.55,0.07,126.26,163.72,0.08,117.12,144.34,0.15,118.21,157.57
902,119.13,164.05,0.29,117.83,153.84,0.22,117.68,154.64,0.29,125.77,163.58,0.08,119.39,151.63,0.06,126.34,163.72,0.08,117.24,144.4,0.14,118.22,157.51
903,116.43,150.01,0.29,117.79,153.79,0.22,117.6,154.61,0.28,125.77,163.66,0.08,119.3,151.73,0.06,126.41,163.79,0.08,117.31,144.4,0.13,117.27,152.8
904,116.39,149.96,0.29,117.74,153.81,0.22,117.64,154.61,0.29,125.74,163.72,0.09,119.21,151.87,0.06,126.46,163.84,0.08,117.32,144.41,0.13,117.26,152.79
905,116.33,150.01,0.3,117.81,153.92,0.23,117.74,154.54,0.3,125.88,163.76,0.09,119.35,151.95,0.07,126.55,163.78,0.08,117.29,144.42,0.14,117.29,152.83
906,115.53,149.09,0.31,117.82,154.02,0.24,117.82,154.51,0.3,125.98,163.79,0.1,119.42,152.09,0.07,126.61,163.73,0.08,117.27,144.4,0.15,117.05,152.54
907,115.44,149.28,0.33,117.81,154.23,0.26,119.66,154.67,0.32,126.04,163.94,0.1,119.4,152.47,0.08,126.72,163.8,0.09,117.31,144.45,0.15,117.63,152.73
908,116.11,150.12,0.35,117.8,154.59,0.28,119.72,154.65,0.35,126.31,164.2,0.12,119.34,153.01,0.08,127.0,163.84,0.1,117.51,144.6,0.15,117.88,153.12
909,118.09,159.06,0.36,117.88,154.75,0.3,119.58,154.68,0.36,126.48,164.14,0.12,119.51,152.86,0.09,114.53,146.18,0.1,117.49,144.51,0.16,118.52,156.16
910,118.03,159.42,0.36,118.01,154.86,0.29,117.75,154.52,0.36,126.48,164.01,0.11,119.7,152.78,0.09,114.57,146.18,0.11,117.41,144.42,0.17,117.93,156.27
911,118.05,159.67,0.36,118.02,154.94,0.29,117.77,154.7,0.36,126.35,163.86,0.11,119.77,152.83,0.09,114.6,146.3,0.12,117.41,144.39,0.18,117.95,156.44
912,115.75,150.1,0.37,117.87,155.08,0.31,119.65,154.77,0.39,126.59,164.07,0.12,128.85,159.55,0.1,114.83,146.48,0.11,117.67,144.49,0.17,117.76,153.32
913,117.41,159.34,0.39,117.83,155.55,0.31,119.65,154.94,0.4,126.79,163.94,0.14,125.26,162.09,0.12,115.25,146.75,0.14,117.87,144.31,0.17,118.3,156.61
914,116.72,159.82,0.4,118.31,159.11,0.31,119.42,155.23,0.41,127.01,163.84,0.16,125.51,162.24,0.16,115.59,146.83,0.17,118.13,144.28,0.15,118.15,158.05
915,116.1,160.9,0.41,117.83,159.42,0.35,119.05,155.22,0.44,126.67,161.18,0.19,125.34,162.37,0.21,127.64,158.15,0.2,118.26,144.09,0.13,117.66,158.51
916,114.88,161.28,0.42,117.35,159.84,0.38,118.29,155.44,0.45,125.95,159.39,0.22,125.39,162.46,0.23,127.21,157.84,0.24,117.62,144.43,0.11,116.84,158.85
917,111.54,166.62,0.44,117.13,160.1,0.39,118.03,155.82,0.42,125.81,159.5,0.21,125.27,162.52,0.23,127.08,158.04,0.23,117.82,144.75,0.1,115.57,160.84
918,111.29,166.98,0.45,116.91,160.4,0.38,117.99,156.07,0.39,125.73,159.87,0.2,125.23,162.74,0.22,127.15,158.6,0.21,118.85,144.63,0.11,115.4,161.15
919,110.88,167.31,0.45,118.4,163.5,0.39,117.53,156.35,0.37,125.64,159.88,0.19,125.3,162.72,0.22,115.87,147.18,0.21,118.84,144.59,0.11,115.61,162.39
920,110.52,167.56,0.45,118.1,163.73,0.4,115.0,158.02,0.36,125.5,159.94,0.18,125.23,162.73,0.22,115.86,147.29,0.21,118.8,144.49,0.12,114.54,163.1
921,110.22,167.66,0.44,117.89,163.83,0.41,114.74,158.1,0.35,125.28,159.99,0.17,125.18,162.75,0.21,115.83,147.35,0.2,118.79,144.45,0.12,114.28,163.19
922,109.97,168.01,0.44,117.7,164.09,0.42,114.33,158.42,0.36,125.3,161.35,0.16,125.19,162.76,0.21,115.72,147.47,0.2,118.76,144.35,0.13,114.0,163.51
923,110.38,168.18,0.44,117.79,164.02,0.41,114.5,158.57,0.36,124.97,161.44,0.16,124.94,162.72,0.2,115.47,147.56,0.19,118.75,144.3,0.14,114.22,163.59
924,111.48,168.49,0.43,116.19,161.17,0.4,114.79,158.91,0.36,124.12,160.73,0.18,124.34,162.56,0.19,115.03,147.94,0.18,118.52,143.98,0.16,114.15,162.86
925,113.5,168.85,0.43,116.69,160.31,0.39,120.0,157.56,0.38,123.9,160.93,0.21,123.86,162.15,0.18,126.41,159.83,0.21,118.37,143.68,0.19,116.73,162.24
926,115.48,168.82,0.39,116.98,159.6,0.38,121.43,157.12,0.41,123.24,160.82,0.19,123.11,160.23,0.14,126.96,160.24,0.19,118.19,143.58,0.23,117.96,161.85
927,117.14,169.6,0.37,117.22,159.82,0.36,121.45,157.51,0.35,122.81,159.98,0.12,118.97,157.98,0.1,113.79,147.66,0.14,117.66,143.67,0.27,118.6,162.31
928,118.22,169.38,0.33,117.1,159.28,0.3,121.99,156.63,0.34,114.11,154.27,0.09,118.17,154.52,0.08,113.52,147.18,0.1,117.52,143.92,0.25,119.1,161.76
929,118.72,169.68,0.31,117.33,159.55,0.29,122.06,156.7,0.32,114.24,154.02,0.09,118.39,154.29,0.08,113.42,147.25,0.08,117.59,144.02,0.25,119.37,161.98
930,116.69,148.89,0.3,117.18,159.19,0.27,122.22,156.04,0.32,114.29,154.36,0.08,118.14,154.54,0.07,124.16,163.48,0.08,117.67,144.03,0.23,118.7,154.71
931,118.05,168.21,0.3,117.5,159.6,0.28,122.05,156.63,0.3,114.31,153.88,0.09,118.5,154.1,0.08,113.35,147.3,0.07,117.54,144.0,0.25,119.2,161.48
932,118.22,168.39,0.31,117.65,159.79,0.29,115.53,160.81,0.3,114.33,153.8,0.1,118.62,153.93,0.08,113.25,147.33,0.08,117.48,144.01,0.26,117.13,163.0
933,118.32,168.54,0.31,117.75,159.89,0.28,115.5,160.93,0.3,114.38,153.71,0.1,118.7,153.82,0.08,113.22,147.35,0.07,117.49,144.0,0.26,117.19,163.12
934,118.46,168.48,0.29,117.68,159.77,0.28,115.59,160.9,0.29,114.35,153.91,0.1,118.56,153.93,0.07,123.83,163.22,0.07,117.55,143.98,0.25,117.24,163.05
935,118.55,168.51,0.29,117.66,159.69,0.27,115.63,160.88,0.29,114.35,153.9,0.09,118.54,153.91,0.07,123.83,163.2,0.06,117.48,143.91,0.25,117.28,163.03
936,118.58,168.55,0.28,117.63,159.65,0.27,115.62,160.89,0.29,114.3,153.84,0.09,118.5,153.87,0.07,123.78,163.17,0.06,117.41,143.88,0.25,117.28,163.03
937,118.6,168.52,0.28,117.61,159.61,0.27,122.08,156.57,0.29,114.33,153.95,0.09,118.48,153.97,0.07,123.82,163.19,0.06,117.44,143.86,0.25,119.43,161.56
938,118.64,168.47,0.27,117.59,159.54,0.27,122.12,156.46,0.29,114.33,153.97,0.09,118.45,153.99,0.07,123.87,163.23,0.07,117.48,143.86,0.24,119.45,161.49
939,118.75,168.68,0.28,117.83,159.78,0.27,115.61,160.98,0.29,114.41,153.69,0.09,118.67,153.65,0.07,123.79,163.13,0.06,117.49,143.87,0.24,117.4,163.15
940,118.88,168.63,0.28,117.92,159.75,0.26,115.62,160.96,0.28,114.44,153.56,0.09,118.69,153.44,0.07,123.87,163.18,0.06,117.6,143.9,0.23,117.48,163.11
941,118.95,168.46,0.27,117.92,159.6,0.25,115.71,160.82,0.27,114.46,153.57,0.08,118.66,153.4,0.06,124.01,163.24,0.06,117.71,143.88,0.22,117.53,162.96
942,118.83,168.51,0.27,117.9,159.61,0.26,115.71,160.86,0.28,114.47,153.59,0.09,118.68,153.54,0.06,124.0,163.24,0.06,117.67,143.88,0.23,117.48,162.99
943,119.83,169.87,0.26,117.7,159.48,0.26,122.18,156.31,0.29,114.42,153.88,0.09,118.57,153.88,0.07,124.0,163.29,0.07,117.59,143.84,0.23,119.9,161.88
944,119.75,170.03,0.26,117.7,159.56,0.26,122.12,156.46,0.29,114.38,153.76,0.09,118.59,153.84,0.07,123.91,163.25,0.06,117.59,143.84,0.23,119.86,162.02
945,119.79,169.96,0.26,117.68,159.51,0.26,122.15,156.32,0.29,114.44,153.87,0.09,118.6,153.94,0.07,123.97,163.26,0.07,117.6,143.8,0.23,119.87,161.93
946,118.67,168.38,0.26,117.71,159.46,0.26,122.19,156.22,0.29,114.46,153.87,0.09,118.59,153.88,0.07,124.02,163.26,0.07,117.6,143.83,0.23,119.52,161.35
947,119.85,169.95,0.26,117.73,159.49,0.26,122.16,156.33,0.28,114.42,153.75,0.09,118.59,153.79,0.07,123.96,163.22,0.06,117.61,143.82,0.23,119.91,161.92
948,118.54,168.57,0.27,117.83,159.68,0.27,115.66,160.82,0.29,114.47,153.64,0.1,118.76,153.75,0.07,123.91,163.17,0.06,117.53,143.85,0.24,117.34,163.02
949,118.49,168.47,0.27,117.78,159.62,0.27,115.73,160.73,0.29,114.5,153.75,0.09,118.73,153.88,0.07,123.94,163.2,0.07,117.48,143.82,0.24,117.33,162.94
950,119.62,169.85,0.27,117.75,159.53,0.27,122.15,156.46,0.29,114.48,153.72,0.09,118.69,153.86,0.07,123.99,163.24,0.07,117.51,143.83,0.24,119.84,161.95
951,118.36,168.48,0.29,118.0,159.83,0.27,115.64,160.73,0.29,114.63,153.36,0.1,119.02,153.54,0.07,113.42,147.3,0.07,117.5,143.83,0.25,117.33,163.02
952,118.26,168.36,0.3,118.15,159.89,0.26,115.59,160.64,0.29,114.72,153.07,0.1,119.17,153.24,0.07,113.47,147.14,0.07,117.55,143.84,0.25,117.33,162.96
953,118.43,168.33,0.3,118.25,159.88,0.26,115.74,160.6,0.29,114.82,153.12,0.09,119.2,153.19,0.07,113.56,147.18,0.07,117.66,143.95,0.24,117.47,162.93
954,118.66,168.21,0.28,118.29,159.78,0.26,115.94,160.52,0.28,114.91,153.32,0.09,119.16,153.32,0.06,124.28,163.23,0.07,117.79,144.01,0.23,117.63,162.84
955,118.8,168.38,0.28,118.35,159.9,0.26,115.88,160.68,0.28,114.88,153.26,0.09,119.13,153.15,0.06,124.23,163.25,0.06,117.79,144.02,0.23,117.68,162.98
956,119.08,167.81,0.27,118.33,159.58,0.23,116.18,160.32,0.25,114.85,153.48,0.07,118.96,153.0,0.06,124.67,163.58,0.06,117.87,144.11,0.2,117.86,162.57
957,117.06,148.88,0.22,118.43,159.18,0.2,122.14,156.03,0.22,114.88,153.67,0.05,118.82,152.63,0.05,125.04,164.02,0.05,118.15,144.37,0.16,119.21,154.7
958,122.02,165.87,0.23,122.76,162.36,0.21,117.12,160.12,0.21,115.11,153.39,0.04,122.23,150.97,0.05,124.46,163.89,0.05,118.21,144.74,0.15,120.63,162.78
959,122.95,165.84,0.31,123.05,162.07,0.27,120.82,163.42,0.3,115.14,153.54,0.06,122.27,150.59,0.07,123.64,163.48,0.06,118.11,145.27,0.18,122.27,163.78
960,123.85,165.96,0.3,123.25,161.98,0.27,120.98,163.66,0.32,115.02,153.75,0.08,122.35,150.45,0.07,110.95,154.25,0.07,118.22,145.62,0.19,122.69,163.87
961,124.59,166.77,0.26,123.64,162.31,0.26,121.12,164.15,0.3,114.81,153.73,0.07,119.12,151.45,0.06,123.64,163.17,0.07,118.65,145.92,0.16,123.12,164.41
962,126.56,168.03,0.24,124.82,163.3,0.32,121.99,165.39,0.37,114.18,154.26,0.11,121.23,154.75,0.09,110.23,155.13,0.11,119.0,146.48,0.14,124.46,165.57
963,128.91,169.31,0.27,124.3,164.38,0.44,123.5,166.7,0.48,113.76,154.47,0.18,122.11,154.33,0.17,109.72,156.08,0.19,118.47,149.75,0.13,125.57,166.8
964,131.7,172.6,0.27,125.97,165.3,0.44,125.84,167.77,0.43,114.08,155.51,0.21,123.14,154.75,0.2,122.43,163.11,0.22,117.79,153.36,0.18,127.84,168.55
965,133.44,172.72,0.3,129.76,165.52,0.42,128.06,169.38,0.4,120.65,163.02,0.23,123.17,155.33,0.22,122.59,165.17,0.22,118.29,156.5,0.13,130.42,169.21
966,135.08,170.72,0.37,130.32,167.48,0.4,131.0,170.99,0.4,121.31,164.93,0.23,123.1,156.23,0.22,118.28,167.79,0.2,119.9,161.27,0.12,132.13,169.73
967,138.38,172.67,0.43,133.15,167.66,0.43,134.8,171.66,0.38,125.03,168.9,0.24,126.04,163.86,0.26,123.56,171.47,0.19,120.29,162.49,0.16,135.44,170.67
968,143.13,170.97,0.49,134.65,169.02,0.49,137.96,174.39,0.45,129.37,170.72,0.24,128.98,168.42,0.28,128.14,173.28,0.19,121.6,164.22,0.17,138.58,171.46
969,145.83,170.9,0.55,136.65,170.36,0.54,141.16,175.04,0.54,131.71,172.04,0.34,131.06,169.78,0.36,131.3,174.5,0.27,120.72,164.87,0.13,141.21,172.1
970,148.96,171.11,0.55,138.06,170.59,0.42,144.02,174.62,0.39,135.43,174.32,0.36,134.83,172.26,0.33,136.28,175.24,0.35,136.45,176.39,0.16,143.68,172.1
971,151.55,170.85,0.59,142.66,170.97,0.42,147.91,174.35,0.36,138.19,174.73,0.38,136.9,172.23,0.39,138.76,176.07,0.34,137.21,176.58,0.18,147.38,172.06
972,153.77,170.27,0.47,144.87,170.73,0.39,149.89,173.74,0.35,141.69,174.22,0.29,140.4,170.65,0.3,141.84,176.88,0.25,136.65,176.02,0.15,149.51,171.58
973,154.72,170.33,0.29,146.43,170.53,0.3,150.8,172.79,0.29,146.55,174.14,0.21,144.55,172.74,0.21,146.66,175.91,0.15,136.48,174.81,0.11,150.65,171.22
974,159.29,171.86,0.28,149.01,171.63,0.3,152.28,173.84,0.29,147.06,173.92,0.21,145.15,171.86,0.22,146.7,176.28,0.14,136.51,174.29,0.15,153.52,172.45
975,160.44,171.76,0.33,150.69,171.79,0.33,153.98,174.01,0.31,147.98,174.4,0.22,145.8,171.74,0.23,150.61,175.25,0.15,148.04,174.37,0.14,155.04,172.52
976,164.11,171.92,0.32,150.8,171.16,0.3,157.47,174.42,0.23,150.81,175.07,0.2,148.15,173.19,0.21,154.03,174.38,0.13,151.26,175.05,0.14,157.46,172.5
977,165.61,171.73,0.36,150.86,171.72,0.29,160.57,174.95,0.24,155.62,175.09,0.19,150.44,174.7,0.19,156.88,174.24,0.15,153.64,176.38,0.14,159.02,172.8
978,166.44,171.58,0.37,151.29,171.79,0.3,161.08,174.85,0.25,156.44,175.38,0.2,151.23,174.8,0.19,157.7,174.53,0.16,153.8,176.78,0.14,159.6,172.74
979,166.78,171.25,0.39,152.44,171.43,0.31,161.35,174.41,0.28,156.92,175.6,0.2,151.6,174.38,0.2,158.15,175.23,0.17,153.16,176.81,0.14,160.19,172.36
980,167.85,170.73,0.43,154.1,171.0,0.35,162.05,173.84,0.32,157.61,175.31,0.23,153.06,173.41,0.23,157.96,175.62,0.21,148.97,177.46,0.16,161.34,171.86
981,168.14,170.72,0.44,154.55,170.97,0.37,162.18,173.69,0.33,157.69,175.24,0.25,153.41,173.46,0.24,157.8,175.43,0.23,149.31,177.42,0.17,161.62,171.79
982,168.46,170.76,0.44,154.83,170.98,0.38,162.37,173.57,0.34,157.85,175.18,0.27,153.72,173.54,0.25,157.88,175.25,0.25,149.65,177.41,0.18,161.89,171.77
983,169.35,170.65,0.44,155.28,170.92,0.39,163.66,175.11,0.35,157.89,175.04,0.31,154.32,173.31,0.27,157.73,175.22,0.27,150.05,177.25,0.19,162.76,172.23
984,169.36,170.62,0.46,158.73,170.77,0.4,163.76,175.03,0.37,157.94,175.19,0.31,155.69,173.65,0.27,157.9,175.68,0.26,150.14,176.97,0.2,163.95,172.14
985,168.64,170.5,0.46,158.38,170.79,0.4,163.49,174.78,0.36,158.08,175.33,0.29,155.64,173.73,0.25,158.17,175.95,0.24,150.18,176.71,0.19,163.5,172.02
986,167.91,170.35,0.47,158.31,170.7,0.41,162.19,173.02,0.37,158.02,175.48,0.27,153.91,173.25,0.24,158.28,176.31,0.23,150.38,176.61,0.17,162.8,171.36
987,167.09,170.26,0.41,155.35,170.98,0.39,161.67,172.65,0.34,158.42,175.61,0.26,155.5,174.1,0.22,158.81,176.1,0.21,152.04,176.59,0.14,161.37,171.3
988,166.5,170.22,0.37,154.85,171.2,0.39,161.22,172.51,0.32,158.63,175.98,0.25,155.33,174.64,0.21,159.36,176.29,0.21,219.55,26.02,0.15,160.86,171.31
989,166.57,170.12,0.38,154.99,171.01,0.39,161.49,172.75,0.33,158.06,176.18,0.25,153.3,174.28,0.22,159.21,177.08,0.2,151.41,176.85,0.14,161.02,171.29
990,166.56,169.84,0.4,155.23,170.67,0.38,161.93,172.89,0.35,157.54,176.44,0.24,152.54,173.85,0.24,159.31,178.09,0.19,221.22,25.98,0.15,161.24,171.13
991,166.04,169.75,0.38,155.15,170.78,0.38,161.66,172.72,0.35,157.56,176.73,0.24,152.43,174.23,0.24,159.61,178.29,0.18,221.12,26.17,0.19,160.95,171.08
992,165.33,169.7,0.32,154.9,171.19,0.38,161.3,172.25,0.31,158.28,176.9,0.22,152.85,175.1,0.2,160.37,177.76,0.17,216.28,26.66,0.19,160.51,171.04
993,164.74,169.32,0.31,154.9,170.97,0.38,161.3,171.63,0.3,158.79,176.5,0.19,153.21,175.18,0.17,160.73,177.09,0.15,152.17,176.69,0.11,160.32,170.64
994,165.13,168.94,0.37,155.07,170.21,0.41,161.5,171.55,0.37,157.99,176.13,0.24,152.87,174.47,0.23,159.8,176.93,0.19,151.58,176.85,0.13,160.57,170.23
995,164.74,168.7,0.38,155.06,169.96,0.42,161.44,171.5,0.38,157.6,176.01,0.24,152.52,174.17,0.24,159.53,177.11,0.19,151.21,176.69,0.13,160.41,170.05
996,164.08,168.56,0.35,154.61,169.94,0.43,161.0,171.51,0.38,157.14,176.1,0.25,152.22,174.2,0.22,159.34,177.3,0.19,150.96,176.37,0.13,159.9,170.0
997,163.98,168.42,0.35,154.55,169.79,0.44,160.82,171.42,0.39,156.92,176.01,0.27,152.14,174.14,0.23,158.99,177.13,0.21,150.89,176.29,0.14,159.78,169.88
998,164.09,167.39,0.37,154.76,169.51,0.44,160.84,171.35,0.41,156.7,175.83,0.3,152.07,173.87,0.25,158.62,177.06,0.24,150.82,176.34,0.15,159.9,169.42
999,164.13,167.03,0.39,154.77,169.27,0.44,160.77,171.19,0.42,156.66,175.5,0.32,152.23,173.57,0.26,158.44,176.72,0.26,150.89,176.25,0.16,159.89,169.16
1000,163.92,167.1,0.36,154.81,169.51,0.44,160.79,171.26,0.41,156.64,175.78,0.3,152.07,173.78,0.25,158.64,176.9,0.24,151.1,175.99,0.15,159.84,169.29
1001,147.37,171.49,0.3,153.84,170.98,0.45,159.17,171.37,0.37,156.59,176.93,0.29,152.17,175.32,0.23,158.66,177.15,0.24,151.92,175.64,0.14,153.46,171.28
1002,163.46,169.6,0.19,154.22,171.67,0.28,160.44,173.07,0.26,154.6,176.08,0.18,151.34,174.91,0.16,153.54,176.64,0.16,150.33,175.39,0.17,159.38,171.45
1003,149.46,171.69,0.13,154.4,171.76,0.19,160.57,173.17,0.16,154.52,175.67,0.15,151.88,173.94,0.14,153.03,176.78,0.15,149.79,175.27,0.2,154.81,172.21
1004,149.87,170.73,0.11,154.33,171.58,0.16,160.68,172.99,0.14,154.4,175.59,0.14,151.82,173.91,0.13,153.03,176.55,0.14,149.75,175.47,0.2,154.96,171.77
1005,148.83,171.71,0.15,154.42,171.5,0.2,160.68,172.86,0.17,154.45,175.94,0.17,151.69,174.63,0.16,153.19,176.28,0.16,150.14,175.72,0.18,154.64,172.02
1006,160.76,168.22,0.17,154.56,171.25,0.22,160.78,172.87,0.2,154.21,176.24,0.18,151.31,174.71,0.18,155.29,79.41,0.23,150.07,175.86,0.17,158.7,170.78
1007,161.09,167.88,0.14,154.43,171.01,0.18,161.07,172.97,0.18,144.69,83.53,0.17,131.27,80.85,0.18,154.45,79.82,0.21,149.3,175.9,0.19,158.86,170.62
